name,daughters,sons,source
"Tamta, Shri Pradeep",2,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4363
"Tandon, Shri Lal Ji",0,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4283
"Tandon, Smt. Annu",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4282
"Tanwar, Shri Ashok",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4289
"Tarai, Shri Bibhu Prasad",2,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4423
"Taviad, Dr. (Smt.) Prabha Kishor",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4255
"Taware, Shri Suresh Kashinath",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4378
"Tewari, Shri Manish",1,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4430
"Thakor, Shri Jagdish",3,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4441
"Thakur, Shri Anurag Singh",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4249
"Thamaraiselvan, Shri R.",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4538
"Thambidurai, Dr. Munisamy",2,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3205
"Tharoor, Dr. Shashi",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4569
"Thol, Shri Thirumaa Valavan",0,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4549
"Thomas, Shri P. T.",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4565
"Thomas, Prof. Kuruppassery Varkey",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3209
"Tirath, Smt. Krishna",3,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4078
"Tirkey, Shri Manohar",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4478
"Tiwari, Shri Bhismshankar Alias Kushal",2,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4247
"Tomar, Shri Narendra Singh",1,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4507
"Toppo, Shri Joseph",3,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4438
"Trivedi, Shri Dinesh",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4487
"Tudu, Shri Laxman",4,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4354
"Udasi, Shri Shivkumar Chanabasappa",2,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4340
"Upadhyay, Smt. Seema",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4275
"Vardhan, Shri Harsh",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3286
"Vasava, Shri Mansukhbhai D.",2,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=501
"Venugopal, Thiru Danapal",2,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=507
"Venugopal, Dr. Ponnusamy",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4532
"Venugopal, Shri K. C.",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4567
"Verma, Shri Beni Prasad",2,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=509
"Verma, Smt. Usha",1,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=2949
"Verma, Shri Sajjan Singh",2,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4517
"Vijayan, Shri A.K.S.",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=514
"Virendra Kumar, Dr.",3,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=515
"Vishwanath, Shri Adagooru Huchegowda",1,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4319
"Vivekanand, Dr. Gaddam",2,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4259
"Vundavalli, Shri Aruna Kumar",1,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4016
"Vyas, Dr.(Kum.) Girija",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=517
"Wakchaure, Shri Bhausaheb",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4385
"Wankhede, Shri Subhash Bapurao",2,1,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4374
"Wasnik, Shri Mukul Balkrishna",0,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=3225
"Yadav, Shri Ramakant",1,3,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=531
"Yadav, Shri Hukmdev Narayan",2,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=528
"Yadav, Shri Dinesh Chandra",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=527
"Yadav, Shri M. Anjan Kumar",2,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4026
"Yadav, Smt. Dimple",0,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4580
"Yadav, Shri Mulayam Singh",0,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=530
"Yadav, Shri Dharmendra",0,0,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4206
"Yadav, Prof. Ranjan Prasad",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4469
"Yadav, Shri Madhusudan",0,2,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4359
"Yadav, Shri Om Prakash",5,1,http://siwan.bih.nic.in/Elected_MP_Siwan.aspx
"Yadav, Shri Sharad",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=532
"Yadav, Shri Arun Subhashchandra",1,1,http://www.archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4232
"Yaskhi, Shri Madhu Goud",2,0,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4028
"Yeddyurappa, Shri Raghavendra",0,2,http://archive.india.gov.in/govt/loksabhampbiodata.php?mpcode=4570
